id,algorithm
394,"Autoencoder Networks (DAE, VAE, etc)"
394,Recurrent Neural Networks
394,Decision Trees or Random Forests
394,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
394,"Dense Neural Networks (MLPs, etc)"
395,Decision Trees or Random Forests
395,Convolutional Neural Networks
395,Linear or Logistic Regression
395,Bayesian Approaches
395,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
397,Convolutional Neural Networks
397,Recurrent Neural Networks
397,"Dense Neural Networks (MLPs, etc)"
397,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
397,Decision Trees or Random Forests
397,Linear or Logistic Regression
399,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
399,Decision Trees or Random Forests
399,Linear or Logistic Regression
400,Convolutional Neural Networks
400,Decision Trees or Random Forests
400,Linear or Logistic Regression
400,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
400,"Dense Neural Networks (MLPs, etc)"
400,Bayesian Approaches
402,Linear or Logistic Regression
402,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
402,Decision Trees or Random Forests
403,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
403,Linear or Logistic Regression
403,"Transformer Networks (BERT, gpt-3, etc)"
403,Recurrent Neural Networks
403,Decision Trees or Random Forests
403,Bayesian Approaches
403,"Dense Neural Networks (MLPs, etc)"
403,Convolutional Neural Networks
403,"Autoencoder Networks (DAE, VAE, etc)"
404,Recurrent Neural Networks
404,Decision Trees or Random Forests
406,Graph Neural Networks
406,Linear or Logistic Regression
407,Recurrent Neural Networks
407,Decision Trees or Random Forests
407,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
407,Linear or Logistic Regression
407,Bayesian Approaches
407,Convolutional Neural Networks
407,Evolutionary Approaches
407,Graph Neural Networks
408,Convolutional Neural Networks
408,"Dense Neural Networks (MLPs, etc)"
408,Linear or Logistic Regression
408,Decision Trees or Random Forests
409,Decision Trees or Random Forests
409,Linear or Logistic Regression
410,Linear or Logistic Regression
410,Evolutionary Approaches
410,Decision Trees or Random Forests
410,Bayesian Approaches
411,Linear or Logistic Regression
411,Convolutional Neural Networks
411,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
411,"Autoencoder Networks (DAE, VAE, etc)"
411,"Dense Neural Networks (MLPs, etc)"
414,Convolutional Neural Networks
414,"Transformer Networks (BERT, gpt-3, etc)"
414,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
414,Decision Trees or Random Forests
415,Linear or Logistic Regression
416,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
416,"Transformer Networks (BERT, gpt-3, etc)"
416,Decision Trees or Random Forests
417,Linear or Logistic Regression
418,"Autoencoder Networks (DAE, VAE, etc)"
418,Linear or Logistic Regression
418,Bayesian Approaches
418,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
419,Graph Neural Networks
419,Linear or Logistic Regression
419,Decision Trees or Random Forests
419,Recurrent Neural Networks
421,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
421,Convolutional Neural Networks
421,"Dense Neural Networks (MLPs, etc)"
423,Recurrent Neural Networks
423,Linear or Logistic Regression
423,Decision Trees or Random Forests
425,Convolutional Neural Networks
425,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
425,"Dense Neural Networks (MLPs, etc)"
425,Evolutionary Approaches
425,Decision Trees or Random Forests
425,Linear or Logistic Regression
425,Graph Neural Networks
426,"Transformer Networks (BERT, gpt-3, etc)"
426,"Dense Neural Networks (MLPs, etc)"
426,Recurrent Neural Networks
426,Convolutional Neural Networks
426,Linear or Logistic Regression
427,Linear or Logistic Regression
427,Decision Trees or Random Forests
428,Decision Trees or Random Forests
428,Linear or Logistic Regression
428,Bayesian Approaches
429,Decision Trees or Random Forests
429,Linear or Logistic Regression
429,Graph Neural Networks
429,"Dense Neural Networks (MLPs, etc)"
429,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
429,Recurrent Neural Networks
429,Convolutional Neural Networks
430,Linear or Logistic Regression
430,Decision Trees or Random Forests
431,Convolutional Neural Networks
432,Bayesian Approaches
432,Decision Trees or Random Forests
432,Linear or Logistic Regression
432,Convolutional Neural Networks
434,Linear or Logistic Regression
434,Convolutional Neural Networks
440,Decision Trees or Random Forests
440,Linear or Logistic Regression
440,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
441,"Transformer Networks (BERT, gpt-3, etc)"
441,Convolutional Neural Networks
441,Decision Trees or Random Forests
441,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
441,Evolutionary Approaches
441,"Dense Neural Networks (MLPs, etc)"
441,Linear or Logistic Regression
443,Decision Trees or Random Forests
443,Linear or Logistic Regression
443,Bayesian Approaches
444,Recurrent Neural Networks
444,Decision Trees or Random Forests
444,Evolutionary Approaches
444,Convolutional Neural Networks
446,Decision Trees or Random Forests
446,Convolutional Neural Networks
446,"Dense Neural Networks (MLPs, etc)"
446,Linear or Logistic Regression
447,Generative Adversarial Networks
447,Linear or Logistic Regression
447,"Transformer Networks (BERT, gpt-3, etc)"
447,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
447,Recurrent Neural Networks
448,Linear or Logistic Regression
448,Bayesian Approaches
448,Generative Adversarial Networks
448,Decision Trees or Random Forests
448,"Dense Neural Networks (MLPs, etc)"
448,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
449,Decision Trees or Random Forests
450,Linear or Logistic Regression
450,"Autoencoder Networks (DAE, VAE, etc)"
450,Convolutional Neural Networks
450,Graph Neural Networks
450,"Transformer Networks (BERT, gpt-3, etc)"
450,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
450,Recurrent Neural Networks
450,Other
450,Generative Adversarial Networks
450,Bayesian Approaches
450,Decision Trees or Random Forests
451,Bayesian Approaches
451,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
451,Evolutionary Approaches
451,Convolutional Neural Networks
451,Decision Trees or Random Forests
451,Linear or Logistic Regression
456,Linear or Logistic Regression
461,Decision Trees or Random Forests
461,Evolutionary Approaches
461,Linear or Logistic Regression
461,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
462,Bayesian Approaches
462,Evolutionary Approaches
462,Linear or Logistic Regression
462,Decision Trees or Random Forests
463,Bayesian Approaches
464,Bayesian Approaches
464,Linear or Logistic Regression
464,Decision Trees or Random Forests
466,Convolutional Neural Networks
466,Generative Adversarial Networks
467,Linear or Logistic Regression
467,Convolutional Neural Networks
468,Decision Trees or Random Forests
468,Linear or Logistic Regression
469,Linear or Logistic Regression
470,Graph Neural Networks
470,Linear or Logistic Regression
471,Linear or Logistic Regression
471,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
471,Convolutional Neural Networks
471,Decision Trees or Random Forests
472,Linear or Logistic Regression
472,Bayesian Approaches
472,Decision Trees or Random Forests
473,Recurrent Neural Networks
473,Linear or Logistic Regression
474,Convolutional Neural Networks
474,Decision Trees or Random Forests
474,Bayesian Approaches
474,"Dense Neural Networks (MLPs, etc)"
477,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
477,Linear or Logistic Regression
477,Decision Trees or Random Forests
478,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
478,Linear or Logistic Regression
478,Decision Trees or Random Forests
478,Convolutional Neural Networks
480,Linear or Logistic Regression
480,Convolutional Neural Networks
480,Decision Trees or Random Forests
481,Decision Trees or Random Forests
481,Linear or Logistic Regression
481,Bayesian Approaches
481,Graph Neural Networks
482,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
482,Linear or Logistic Regression
482,Convolutional Neural Networks
482,"Transformer Networks (BERT, gpt-3, etc)"
482,Bayesian Approaches
482,Recurrent Neural Networks
482,Decision Trees or Random Forests
483,Bayesian Approaches
483,Linear or Logistic Regression
484,Decision Trees or Random Forests
484,Linear or Logistic Regression
486,Convolutional Neural Networks
486,Generative Adversarial Networks
490,"Transformer Networks (BERT, gpt-3, etc)"
490,Convolutional Neural Networks
491,Convolutional Neural Networks
491,Linear or Logistic Regression
492,Decision Trees or Random Forests
492,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
492,Linear or Logistic Regression
492,Recurrent Neural Networks
492,Convolutional Neural Networks
495,Graph Neural Networks
495,Linear or Logistic Regression
495,Decision Trees or Random Forests
495,"Dense Neural Networks (MLPs, etc)"
497,Decision Trees or Random Forests
497,Linear or Logistic Regression
498,Linear or Logistic Regression
498,Decision Trees or Random Forests
501,Convolutional Neural Networks
501,"Dense Neural Networks (MLPs, etc)"
501,Decision Trees or Random Forests
501,Recurrent Neural Networks
501,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
501,Linear or Logistic Regression
505,Decision Trees or Random Forests
505,Bayesian Approaches
505,Graph Neural Networks
506,Convolutional Neural Networks
508,Graph Neural Networks
508,Decision Trees or Random Forests
508,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
508,Linear or Logistic Regression
508,"Transformer Networks (BERT, gpt-3, etc)"
508,Recurrent Neural Networks
508,Generative Adversarial Networks
508,Convolutional Neural Networks
512,Linear or Logistic Regression
513,Decision Trees or Random Forests
513,Linear or Logistic Regression
514,Linear or Logistic Regression
515,Graph Neural Networks
515,"Transformer Networks (BERT, gpt-3, etc)"
516,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
516,Linear or Logistic Regression
516,Decision Trees or Random Forests
518,Bayesian Approaches
518,Linear or Logistic Regression
518,Decision Trees or Random Forests
520,Decision Trees or Random Forests
520,"Dense Neural Networks (MLPs, etc)"
520,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
520,Recurrent Neural Networks
520,Convolutional Neural Networks
521,Linear or Logistic Regression
521,Decision Trees or Random Forests
521,Convolutional Neural Networks
521,Recurrent Neural Networks
523,Decision Trees or Random Forests
523,Convolutional Neural Networks
523,Linear or Logistic Regression
524,"Transformer Networks (BERT, gpt-3, etc)"
524,"Dense Neural Networks (MLPs, etc)"
524,Decision Trees or Random Forests
527,Linear or Logistic Regression
527,Decision Trees or Random Forests
527,Bayesian Approaches
530,Decision Trees or Random Forests
530,Linear or Logistic Regression
531,Generative Adversarial Networks
531,Recurrent Neural Networks
531,Convolutional Neural Networks
531,"Transformer Networks (BERT, gpt-3, etc)"
531,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
531,Linear or Logistic Regression
531,Decision Trees or Random Forests
532,Linear or Logistic Regression
532,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
532,Decision Trees or Random Forests
533,Convolutional Neural Networks
533,Recurrent Neural Networks
533,Linear or Logistic Regression
533,Decision Trees or Random Forests
535,Recurrent Neural Networks
535,Convolutional Neural Networks
535,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
535,"Dense Neural Networks (MLPs, etc)"
535,Decision Trees or Random Forests
535,Linear or Logistic Regression
535,Graph Neural Networks
536,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
536,Decision Trees or Random Forests
536,Linear or Logistic Regression
537,Linear or Logistic Regression
537,Decision Trees or Random Forests
538,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
538,Decision Trees or Random Forests
540,Decision Trees or Random Forests
540,"Dense Neural Networks (MLPs, etc)"
540,Linear or Logistic Regression
542,Decision Trees or Random Forests
543,Linear or Logistic Regression
544,Recurrent Neural Networks
544,Convolutional Neural Networks
544,Other
546,Graph Neural Networks
546,Other
546,Evolutionary Approaches
546,Decision Trees or Random Forests
546,Linear or Logistic Regression
546,Convolutional Neural Networks
549,Convolutional Neural Networks
551,Linear or Logistic Regression
551,Decision Trees or Random Forests
552,Other
553,Recurrent Neural Networks
553,Linear or Logistic Regression
553,Decision Trees or Random Forests
554,Linear or Logistic Regression
554,"Dense Neural Networks (MLPs, etc)"
554,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
554,Generative Adversarial Networks
554,Decision Trees or Random Forests
555,Convolutional Neural Networks
555,Linear or Logistic Regression
555,Decision Trees or Random Forests
555,"Dense Neural Networks (MLPs, etc)"
558,Graph Neural Networks
558,Linear or Logistic Regression
558,Generative Adversarial Networks
558,"Transformer Networks (BERT, gpt-3, etc)"
558,Recurrent Neural Networks
558,Decision Trees or Random Forests
558,Bayesian Approaches
558,"Autoencoder Networks (DAE, VAE, etc)"
558,Convolutional Neural Networks
558,"Dense Neural Networks (MLPs, etc)"
559,Bayesian Approaches
559,Convolutional Neural Networks
559,"Autoencoder Networks (DAE, VAE, etc)"
564,Decision Trees or Random Forests
564,Linear or Logistic Regression
566,Linear or Logistic Regression
566,Decision Trees or Random Forests
567,Bayesian Approaches
567,Linear or Logistic Regression
569,Bayesian Approaches
569,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
569,Linear or Logistic Regression
569,Decision Trees or Random Forests
569,Convolutional Neural Networks
570,Linear or Logistic Regression
570,Recurrent Neural Networks
571,Linear or Logistic Regression
571,Decision Trees or Random Forests
572,Linear or Logistic Regression
576,Bayesian Approaches
576,Linear or Logistic Regression
578,Decision Trees or Random Forests
578,Bayesian Approaches
578,Linear or Logistic Regression
579,"Dense Neural Networks (MLPs, etc)"
580,Decision Trees or Random Forests
580,Linear or Logistic Regression
581,Convolutional Neural Networks
581,Decision Trees or Random Forests
581,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
581,"Dense Neural Networks (MLPs, etc)"
581,Recurrent Neural Networks
581,Linear or Logistic Regression
581,Bayesian Approaches
583,Convolutional Neural Networks
584,Bayesian Approaches
584,Decision Trees or Random Forests
585,"Dense Neural Networks (MLPs, etc)"
585,Linear or Logistic Regression
586,"Dense Neural Networks (MLPs, etc)"
586,Evolutionary Approaches
586,Decision Trees or Random Forests
586,"Transformer Networks (BERT, gpt-3, etc)"
587,Other
589,Linear or Logistic Regression
589,Decision Trees or Random Forests
589,Bayesian Approaches
590,Decision Trees or Random Forests
590,Linear or Logistic Regression
591,Convolutional Neural Networks
591,Decision Trees or Random Forests
591,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
591,Generative Adversarial Networks
592,Decision Trees or Random Forests
592,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
592,Linear or Logistic Regression
593,Decision Trees or Random Forests
